dfl12,dfl12bis,from,to,account_1,relationship,account_2,date,gr,sc,d,tr_type,Notes
350,269,dfl12_229,dfl12_353,Innecommen van diverse renten,debtor,Rente van 150 gulden erffelyck opden Grooten Beer op de Groote Merct_2,15841122,21,13,4,,
350,269,dfl12_230,dfl12_353,Innecommen van diverse renten,debtor,Rente van 100 gulden erffelyck op den Witten Leeuw in de Silversmitsstraete,15841122,16,13,4,,
350,269,dfl12_289,dfl12_353,Innecommen van diverse renten,debtor,Creditors of this Book_9,15940920,67,5,5.5,,
351,NA,dfl12_354,,Guilliam Marischal,creditor,,,,,,,
352,NA,dfl12_355,,Anna Sirens of Dort,creditor,,,,,,,
353,NA,dfl12_356,,Lodewyck Blommaert_2,creditor,,,,,,,
354,NA,dfl12_357,,Gout ende Silverdraet,creditor,,,,,,,
355,NA,dfl12_358,,Geleyen Lytgat,creditor,,,,,,,
356,NA,dfl12_359,dfl12_151,Armen der stadt van Antwerpen,creditor,Jan de Oude_1,15821108,66,13,4,Bequest,
356,NA,dfl12_359,dfl12_151,Armen der stadt van Antwerpen,creditor,Jan de Oude_1,15821108,166,13,4,Bequest,
356,NA,dfl12_359,dfl12_151,Armen der stadt van Antwerpen,creditor,Jan de Oude_1,15821108,25,0,0,Bequest,
356,NA,dfl12_074,dfl12_359,Armen der stadt van Antwerpen,debtor,Catharina Aertssen,15821108,166,13,4,Bequest,
357,NA,dfl12_360,dfl12_151,Aalmoezeniers of Antwerpen,creditor,Jan de Oude_1,15821108,33,6,8,Bequest,
358,247,dfl12_361,dfl12_151,Armen of Wevelgem,creditor,Jan de Oude_1,15821108,300,0,0,Bequest,
358,247,dfl12_226,dfl12_361,Armen of Wevelgem,debtor,Erffgoeden,15940920,300,0,0,Bequest,
359,NA,dfl12_362,dfl12_151,Jan Bernaert_2,creditor,Jan de Oude_1,15821108,12,0,0,Bequest,
359,NA,dfl12_002,dfl12_362,Jan Bernaert_2,debtor,Cassa,15830222,12,0,0,Bequest,Paid to Jan Bernaert
360,NA,dfl12_363,dfl12_151,Losynken van Brugge,creditor,Jan de Oude_1,15821108,160,0,0,Bequest,
360,NA,dfl12_002,dfl12_363,Losynken van Brugge,debtor,Cassa,15831003,160,0,0,Bequest,Paid to Marten della Faille
361,NA,dfl12_364,dfl12_151,Synken della Faille daughter of Peeter della Faille,creditor,Jan de Oude_1,15821108,160,0,0,Bequest,
361,NA,dfl12_002,dfl12_364,Synken della Faille daughter of Peeter della Faille,debtor,Cassa,15831003,170,0,0,Bequest,
362,248,dfl12_365,dfl12_151,Beelken della Faille_2,creditor,Jan de Oude_1,15821108,133,6,8,Bequest,
362,248,dfl12_002,dfl12_365,Beelken della Faille_2,debtor,Cassa,15831003,14,0,0,Bequest,"Paid to Catharina Nollet, widow of Peeter della Faille (son of Bernaert)"
363,NA,dfl12_366,dfl12_151,Hilaria della Faille_3,creditor,Jan de Oude_1,15821108,16,13,4,Bequest,
363,NA,dfl12_064,dfl12_366,Hilaria della Faille_3,debtor,Hilaria della Faille_1,15830117,16,13,4,Bequest,
364,NA,dfl12_367,dfl12_151,Gaspar Losschaert_2,creditor,Jan de Oude_1,15821108,16,13,4,Bequest,
364,NA,dfl12_267,dfl12_367,Gaspar Losschaert_2,debtor,Gaspar Losschaert_1,15830117,16,13,4,Bequest,
365,NA,dfl12_368,dfl12_151,Antonio van Neste_2,creditor,Jan de Oude_1,15821108,4,3,4,Bequest,
365,NA,dfl12_078,dfl12_368,Antonio van Neste_2,debtor,Antonio van Neste_1,15830117,4,3,4,Bequest,
366,NA,dfl12_369,dfl12_151,Catharina de Wale,creditor,Jan de Oude_1,15821108,48,0,0,Bequest,
366,NA,dfl12_002,dfl12_369,Catharina de Wale,debtor,Cassa,15830929,48,0,0,Bequest,
367,NA,dfl12_370,dfl12_151,Jacques de Wale_2,creditor,Jan de Oude_1,15821108,48,0,0,Bequest,
367,NA,dfl12_002,dfl12_370,Jacques de Wale_2,debtor,Cassa,15830919,48,0,0,Bequest,Paid to Jacques de Wale
368,NA,dfl12_371,dfl12_151,Jan de Wale_3,creditor,Jan de Oude_1,15821108,48,0,0,Bequest,
368,NA,dfl12_002,dfl12_371,Jan de Wale_3,debtor,Cassa,15830926,48,0,0,Bequest,Paid himself
369,NA,dfl12_372,dfl12_151,Maria de Wale,creditor,Jan de Oude_1,15821108,48,0,0,Bequest,
369,NA,dfl12_002,dfl12_372,Maria de Wale,debtor,Cassa,15831003,48,0,0,Bequest,
370,NA,dfl12_373,dfl12_151,Children of Dierick de Jagere and Johanna de Wale,creditor,Jan de Oude_1,15821108,64,0,0,Bequest,
370,NA,dfl12_002,dfl12_373,Children of Dierick de Jagere and Johanna de Wale,debtor,Cassa,15831003,64,0,0,Bequest,Paid to Marten della Faille
371,NA,dfl12_374,dfl12_151,Hester van Eeckeren_2,creditor,Jan de Oude_1,15821108,250,0,0,Bequest,
371,NA,dfl12_002,dfl12_374,Hester van Eeckeren_2,debtor,Cassa,15831003,250,0,0,Bequest,Paid to Marten della Faille
372,NA,dfl12_375,dfl12_151,Tanneken and Lynken Noirot_2,creditor,Jan de Oude_1,15821108,166,13,4,Bequest,
372,NA,dfl12_276,dfl12_375,Tanneken and Lynken Noirot_2,debtor,Tanneken and Lynken Noirot_1,15830117,166,13,4,Bequest,
373,NA,dfl12_376,dfl12_151,Jacques Noirot_2,creditor,Jan de Oude_1,15821108,33,6,8,Bequest,
373,NA,dfl12_292,dfl12_376,Jacques Noirot_2,debtor,Jacques Noirot_1,15830117,33,6,8,Bequest,
374,NA,dfl12_377,dfl12_151,Jan Noirot de Jonge,creditor,Jan de Oude_1,15821108,8,6,8,Bequest,
374,NA,dfl12_002,dfl12_377,Jan Noirot de Jonge,debtor,Cassa,15830727,8,6,8,Bequest,
375,NA,dfl12_378,dfl12_151,Robert and Maria Frumault_2,creditor,Jan de Oude_1,15821108,33,6,8,Bequest,
375,NA,dfl12_002,dfl12_378,Robert and Maria Frumault_2,debtor,Cassa,15831003,33,6,8,Bequest,Paid to Marten della Faille
376,NA,dfl12_379,dfl12_151,Sara_Lenora_Urssula van Driel,creditor,Jan de Oude_1,15821108,300,0,0,Bequest,
376,NA,dfl12_002,dfl12_379,Sara_Lenora_Urssula van Driel,debtor,Cassa,15831003,300,0,0,Bequest,Paid to Marten della Faille
377,NA,dfl12_380,dfl12_151,Hendrick della Faille_2,creditor,Jan de Oude_1,15821108,64,0,0,Bequest,
377,NA,dfl12_002,dfl12_380,Hendrick della Faille_2,debtor,Cassa,15831003,64,0,0,Bequest,Paid to Marten della Faille
378,249,dfl12_381,dfl12_151,Maria Segers,creditor,Jan de Oude_1,15821108,16,0,0,Bequest,
379,NA,dfl12_382,dfl12_151,Jan van Borne_2,creditor,Jan de Oude_1,15821108,66,13,4,Bequest,
379,NA,dfl12_325,dfl12_382,Jan van Borne_2,debtor,Jan van Borne in Verona loopende rekeninge,15830117,66,13,4,Bequest,
380,NA,dfl12_383,dfl12_151,Maria Hoyes,creditor,Jan de Oude_1,15821108,8,6,8,Bequest,
380,NA,dfl12_002,dfl12_383,Maria Hoyes,debtor,Cassa,15830628,8,6,8,Bequest,Paid to Maria
381,NA,dfl12_384,dfl12_151,Jan de Hilte,creditor,Jan de Oude_1,15821108,24,0,0,Bequest,
381,NA,dfl12_002,dfl12_384,Jan de Hilte,debtor,Cassa,15830812,1,10,0,Bequest,Paid to Jan de Hilte
381,NA,dfl12_002,dfl12_384,Jan de Hilte,debtor,Cassa,15831003,24,0,0,Bequest,Paid to Marten della Faille
382,NA,dfl12_385,dfl12_151,Jeronimo and Andrea della Faille,creditor,Jan de Oude_1,15821108,200,0,0,Bequest,
382,NA,dfl12_002,dfl12_385,Jeronimo and Andrea della Faille,debtor,Cassa,15831003,200,0,0,Bequest,Paid to Marten della Faille
383,NA,dfl12_386,dfl12_151,Cornelis della Faille,creditor,Jan de Oude_1,15821108,100,0,0,Bequest,
383,NA,dfl12_002,dfl12_386,Cornelis della Faille,debtor,Cassa,15831003,100,0,0,Bequest,Paid to Marten della Faille
384,NA,dfl12_387,dfl12_151,Jan van Woonsel_2,creditor,Jan de Oude_1,15821108,8,6,8,Bequest,
384,NA,dfl12_335,dfl12_387,Jan van Woonsel_2,debtor,Jan van Woonsel_1,15830117,8,6,8,Bequest,
385,NA,dfl12_388,dfl12_151,Joos de Voghele_3,creditor,Jan de Oude_1,15821108,10,0,0,Bequest,
385,NA,dfl12_101,dfl12_388,Joos de Voghele_3,debtor,Joos de Voghele nieuw rekening,15830117,10,0,0,Bequest,
386,250,dfl12_389,dfl12_151,Vincentia della Faille,creditor,Jan de Oude_1,15821108,4,3,4,Bequest,
386,250,dfl12_002,dfl12_389,Vincentia della Faille,debtor,Cassa,15840709,4,3,4,Bequest,"Paid to Jan Berrewijns, her husband"
387,NA,dfl12_390,dfl12_151,Catharina de Hane and Frederico de Molin,creditor,Jan de Oude_1,15821108,8,6,8,Bequest,
387,NA,dfl12_083,dfl12_390,Catharina de Hane and Frederico de Molin,debtor,Catharina de Hane,15830117,8,6,8,Bequest,
388,NA,dfl12_391,dfl12_151,Lucretia de Hane,creditor,Jan de Oude_1,15821108,4,3,4,Bequest,
389,NA,dfl12_392,dfl12_151,Luis Cutsini_3,creditor,Jan de Oude_1,15821108,4,3,4,Bequest,
389,NA,dfl12_149,dfl12_392,Luis Cutsini_3,debtor,Luis Cutsini_1,15830117,4,3,4,Bequest,
390,251,dfl12_393,dfl12_151,Jan Widhols and Jan Jacomo,creditor,Jan de Oude_1,15821108,16,13,4,Bequest,
390,251,dfl12_091,dfl12_393,Jan Widhols and Jan Jacomo,debtor,Jan Widhols nieuw rekening,15841122,16,13,4,Bequest,
391,NA,dfl12_394,dfl12_151,Henrick or Rigo Minauw in Cologne,creditor,Jan de Oude_1,15821108,4,3,4,Bequest,
391,NA,dfl12_305,dfl12_394,Henrick or Rigo Minauw in Cologne,debtor,Rigo Minauw nieuwe rekening,15830117,4,3,4,Bequest,
392,NA,dfl12_395,dfl12_151,Marten Ensberger,creditor,Jan de Oude_1,15821108,4,3,4,Bequest,
392,NA,dfl12_316,dfl12_395,Marten Ensberger,debtor,Marten Ensberger nieuw rekening,15830117,4,3,4,Bequest,
393,NA,dfl12_396,dfl12_151,Willem van den Mey_3,creditor,Jan de Oude_1,15821108,4,3,4,Bequest,
393,NA,dfl12_080,dfl12_396,Willem van den Mey_3,debtor,Willem van den Mey_2,15830117,4,3,4,Bequest,
394,NA,dfl12_397,dfl12_151,Martynken van Capellen_2,creditor,Jan de Oude_1,15821108,4,3,4,Bequest,
394,NA,dfl12_245,dfl12_397,Martynken van Capellen_2,debtor,Martynken van Capellen_1,15830117,4,3,4,Bequest,
395,NA,dfl12_398,dfl12_151,Jan de Vooght_3,creditor,Jan de Oude_1,15821108,4,3,4,Bequest,
395,NA,dfl12_313,dfl12_398,Jan de Vooght_3,debtor,Jan de Vooght_2,15830117,4,3,4,Bequest,
396,NA,dfl12_399,dfl12_151,Maria Calvaert,creditor,Jan de Oude_1,15821108,4,3,4,Bequest,
396,NA,dfl12_002,dfl12_399,Maria Calvaert,debtor,Cassa,15831028,4,3,4,Bequest,
397,252,dfl12_400,dfl12_151,Cornelia Dittermans,creditor,Jan de Oude_1,15821108,8,6,8,Bequest,
397,252,dfl12_204,dfl12_400,Cornelia Dittermans,debtor,Jan van Borne_1,15940930,8,6,8,Bequest,
398,NA,dfl12_401,dfl12_151,Francisco van Eeckeren_3,creditor,Jan de Oude_1,15821108,8,6,8,Bequest,
398,NA,dfl12_081,dfl12_401,Francisco van Eeckeren_3,debtor,Francisco van Eeckeren_2,15830117,8,6,8,Bequest,
399,NA,dfl12_402,dfl12_151,Janneken van Eeckeren,creditor,Jan de Oude_1,15821108,100,0,0,Bequest,
399,NA,dfl12_002,dfl12_402,Janneken van Eeckeren,debtor,Cassa,15831003,100,0,0,Bequest,Paid to Marten della Faille
400,NA,dfl12_403,dfl12_151,Henrick van Liesvelt Heer van Hamme and Cancellier of Brabant,creditor,Jan de Oude_1,15821108,33,6,8,Bequest,
400,NA,dfl12_002,dfl12_403,Henrick van Liesvelt Heer van Hamme and Cancellier of Brabant,debtor,Cassa,15830212,33,6,8,Bequest,Paid to Van Liesvelt
401,NA,dfl12_404,dfl12_151,Ambrosius Goyvaerts_2,creditor,Jan de Oude_1,15821108,172,3,10,Bequest,
401,NA,dfl12_055,dfl12_404,Ambrosius Goyvaerts_2,debtor,Ambrosius Goyvaerts_1,15830117,172,3,10,Bequest,
402,NA,dfl12_405,dfl12_151,Ambrosius Goyvaerts_3,creditor,Jan de Oude_1,15821108,133,6,8,Bequest,
402,NA,dfl12_055,dfl12_405,Ambrosius Goyvaerts_3,debtor,Ambrosius Goyvaerts_1,15830117,133,6,8,Bequest,
403,NA,dfl12_406,dfl12_151,Henrick Kinschot,creditor,Jan de Oude_1,15821108,133,6,8,Bequest,
403,NA,dfl12_002,dfl12_406,Henrick Kinschot,debtor,Cassa,15831003,133,6,8,Bequest,Paid to Marten della Faille
404,253,dfl12_407,dfl12_151,Otto Hartius,creditor,Jan de Oude_1,15821108,133,6,8,Bequest,
404,253,dfl12_002,dfl12_407,Otto Hartius,debtor,Cassa,15831003,133,6,8,Bequest,Paid to Marten della Faille
404,253,dfl12_002,dfl12_407,Otto Hartius,debtor,Cassa,15840315,8,6,8,Bequest,
405,254,dfl12_408,dfl12_151,Christiaen van Wiele_2,creditor,Jan de Oude_1,15821108,133,6,8,Bequest,
405,254,dfl12_002,dfl12_408,Christiaen van Wiele_2,debtor,Cassa,15831003,133,6,8,Bequest,Paid to Marten della Faille
405,254,dfl12_002,dfl12_408,Christiaen van Wiele_2,debtor,Cassa,15840124,8,6,9,Bequest,
406,NA,dfl12_409,dfl12_151,Antonio Schoormans_1,creditor,Jan de Oude_1,15821108,66,13,4,Bequest,
406,NA,dfl12_002,dfl12_409,Antonio Schoormans_1,debtor,Cassa,15831003,66,13,4,Bequest,
407,NA,dfl12_410,dfl12_151,Roelant Paulet_2,creditor,Jan de Oude_1,15821108,66,13,4,Bequest,
407,NA,dfl12_002,dfl12_410,Roelant Paulet_2,debtor,Cassa,15831003,66,13,4,Bequest,
408,NA,dfl12_411,dfl12_151,Children of Peeter della Faille,creditor,Jan de Oude_1,15821108,200,0,0,Bequest,
408,NA,dfl12_002,dfl12_411,Children of Peeter della Faille,debtor,Cassa,15830212,33,6,8,Bequest,To Peeter della Faille
408,NA,dfl12_002,dfl12_411,Children of Peeter della Faille,debtor,Cassa,15830717,33,6,8,Bequest,To Jan Reynaerts as husband and guardian of Johanna (?)
408,NA,dfl12_002,dfl12_411,Children of Peeter della Faille,debtor,Cassa,15830919,33,6,8,Bequest,To Jacques della Faille Peetersz
408,NA,dfl12_002,dfl12_411,Children of Peeter della Faille,debtor,Cassa,15831003,100,0,0,Bequest,"Paid to Marten della Faille for the portions of Maria, Piat, and Gillis"
409,NA,dfl12_412,dfl12_151,Catharina della Faille,creditor,Jan de Oude_1,15821108,16,13,4,Bequest,
409,NA,dfl12_101,dfl12_412,Catharina della Faille,debtor,Joos de Voghele nieuw rekening,15830825,16,13,4,Bequest,
410,NA,dfl12_413,dfl12_151,Joos and Peeter della Faille,creditor,Jan de Oude_1,15821108,66,13,4,Bequest,
410,NA,dfl12_002,dfl12_413,Joos and Peeter della Faille,debtor,Cassa,15831003,66,13,4,Bequest,
411,NA,dfl12_414,dfl12_151,Hans and Anna della Faille,creditor,Jan de Oude_1,15821108,66,13,4,Bequest,
411,NA,dfl12_002,dfl12_414,Hans and Anna della Faille,debtor,Cassa,15831003,66,13,4,Bequest,
412,NA,dfl12_415,dfl12_151,Luis Samyn and siblings,creditor,Jan de Oude_1,15821108,166,13,4,Bequest,
412,NA,dfl12_002,dfl12_415,Luis Samyn and siblings,debtor,Cassa,15831003,166,13,4,Bequest,
413,255,dfl12_416,dfl12_151,Gaspar Losschaert_3,creditor,Jan de Oude_1,15821108,400,0,0,Bequest,
413,255,dfl12_150,dfl12_416,Gaspar Losschaert_3,debtor,Hilaria della Faille_2,15840222,400,0,0,Bequest,
414,NA,dfl12_417,dfl12_151,Regina Care,creditor,Jan de Oude_1,15821108,32,0,0,Bequest,
414,NA,dfl12_002,dfl12_417,Regina Care,debtor,Cassa,15830822,2,0,0,Bequest,
414,NA,dfl12_002,dfl12_417,Regina Care,debtor,Cassa,15831003,32,0,0,Bequest,
415,NA,dfl12_418,dfl12_151,Antonio Schoormans_2,creditor,Jan de Oude_1,15821108,20,0,0,Bequest,
415,NA,dfl12_226,dfl12_418,Antonio Schoormans_2,debtor,Erffgoeden,15831116,20,0,0,Bequest,
416,NA,dfl12_419,dfl12_151,D'erffgenaemen of Willem Boutens and Hilaria della Faille,creditor,Jan de Oude_1,15821108,50,0,0,Bequest,
416,NA,dfl12_002,dfl12_419,D'erffgenaemen of Willem Boutens and Hilaria della Faille,debtor,Cassa,15831003,50,0,0,Bequest,
NA,98,dfl12_420,,Cassa in Contant is schuldich,creditor,,,,,,,
NA,100,,dfl12_421,Hersten Henry Smit,debtor,,,,,,,
NA,101,,dfl12_422,Jan Gaultier and Geeraert Hemaert_2,debtor,,,,,,,
NA,102,,dfl12_423,Richard Catherel,debtor,,,,,,,
NA,103,,dfl12_424,Balthasar Bonters_2,debtor,,,,,,,
NA,104,,dfl12_425,Mauritio Lanfranchi and Fabio Augustini_2,debtor,,,,,,,
NA,105,,dfl12_426,Absalon Leerse_2,debtor,,,,,,,
NA,106,,dfl12_427,Jan Angelo Vergans_2,debtor,,,,,,,
NA,107,,dfl12_428,Thomas Loddel,debtor,,,,,,,
NA,108,,dfl12_429,Thomas Leestaet,debtor,,,,,,,
NA,109,,dfl12_430,Michiel de Molin,debtor,,,,,,,
NA,110,,dfl12_431,Gaspar Rouelasca_2,debtor,,,,,,,
NA,111,,dfl12_432,Daniel Runtweesch_2,debtor,,,,,,,
NA,112,,dfl12_433,Henrick van Lemens_2,debtor,,,,,,,
NA,113,,dfl12_434,Niclaes Walinstey,debtor,,,,,,,
NA,114,,dfl12_435,Hugo Over,debtor,,,,,,,
NA,115,,dfl12_436,Gysbrecht Boudeson_2,debtor,,,,,,,
NA,116,,dfl12_437,Thomas Rouley,debtor,,,,,,,
NA,117,,dfl12_438,Ritsaert Ware,debtor,,,,,,,
NA,118,,dfl12_439,Francois Cambi,debtor,,,,,,,
NA,119,,dfl12_440,Samuel Cutter,debtor,,,,,,,
NA,120,,dfl12_441,Pauwels Anraet,debtor,,,,,,,
NA,121,,dfl12_442,Jeronimo Schorza_2,debtor,,,,,,,
NA,122,,dfl12_443,Franchois le Fort_2,debtor,,,,,,,
NA,123,,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,,,,,,,
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15840117,1,2,8,,Engels bier
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15840211,9,5,4,,Renschen wyn sent to Brussels
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15840220,33,0,0,,Paid to Lieven van Rockeghem for diverse writings for the sterfhuis
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15840315,29,12,0,,For clothes and other expenses for Nicasius Carnels in Venice for two years
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15840315,1,3,8,,For tolls for a chest of mirrors (spiegels) 
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15840315,1,4,10,,Engels bier
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15840116,4,0,0,,For payment to lawyer of Carlo
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,14,16,2,,
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,50,0,0,,For a house in Brussels
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,78,18,10,,Hoeve tot Wilryck
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,74,6,8,,Two years rent for the hoeve at Wilryck
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,2,10,0,,
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,1,4,0,,
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,1,9,4.5,,
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,20,4,2,,To Otto Hartius for his work in 'adviseren ende resolveren' of the compromise with Jan over the sterfhuis done at the house of Marten
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,4,0,0,,For trip from London to Antwerp of a person with news that Jacques had taken the cassa from the house of Thomas Coteels
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,5,0,0,,To the lawyer s'Hertogen for his troubles in the compromise and arbitration dealing with Marten
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,16,13,4,,To Henric Weens for his trouble in the same compromise and arbitration
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,50,0,0,,To Margriet Struyck for 3 years at the hoeve at Wilryck
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,0,16,1,,Paid to Roelant Paulet the lawyer
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,2,0,0,,
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,0,5,0,,To the poor
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,16,13,4,,To Henrik van Uffelen through the order of Robert van Eeckeren because Jan and Jacques sought to make a state of the sterfhuis
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,16,13,4,,For payment of a loan
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,0,8,8,,For two copies of a protest made by Jacques
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,0,12,0,,For copies of protest made by Daniel van der Meulen
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,4,5,0,,Dealing with MArgreit Hoogersteyn and something from 1573
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941204,0,9,8,,Payment to secretaries of the Raad van Brabant for the order that the books must be placed in the possession of Henrik van Uffelen
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941204,37,3,4,,Rent at Wilryck
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941204,1,13,2,,"To Severyn van Uffele, lawyer concerning a dispute over rente at Wilryck"
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941204,5,17,6,,Payment to Huybrecht Waelrans for a process deriving from issue of rente in the hoeve tot Wilryck
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941204,13,9,6,,For a protest against a debt from 17 January 1588 concerning the city.
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941204,0,6,8,,Possibly for the making of the inventory of the house of Jan de Oude
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941204,11,19,3,,Christian van Wiele concerning the city of Antwerp and the hoeve of Wilryck
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941204,2,12,2,,Roelant Paulet for work that he did in the above lawsuit with the city of Antwerp about the hoeve of Wilryck. Not totally sure about the amount.
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941204,1,2,8,,Concerning the house the vier winden (?)
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941220,7,6,8,,"For the payment by Jan Noirot on 4 March 1585 to Lieven van Rockeghem for diverse 'protesten, procuratien, ende andere schryven by hem gemaect inden sacken des sterffhuys’"
NA,123,dfl12_444,dfl12_469,Oncosten van d'erffgenaemen of Jan de Oude_1,creditor,Andrea Barretta_2,15840913,1,3,3,,
NA,124,dfl12_179,dfl12_445,Winninge ende verlies_2,debtor,Peeter della Faille in Venice,15840222,80,0,0,,
NA,124,dfl12_209,dfl12_445,Winninge ende verlies_2,debtor,Fyn syde nieuw rekeninge,15840222,757,3,5,,
NA,124,dfl12_210,dfl12_445,Winninge ende verlies_2,debtor,Florette syde nieuw rekening,15840222,169,0,0,,
NA,124,dfl12_255,dfl12_445,Winninge ende verlies_2,debtor,Maria Volders,15840330,3,6,2,,
NA,124,dfl12_039,dfl12_445,Winninge ende verlies_2,debtor,Joos de Voghele_1,15840330,0,0,1,,
NA,124,dfl12_041,dfl12_445,Winninge ende verlies_2,debtor,Joos de Voghele_2,15840330,0,6,0,,
NA,124,dfl12_111,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van Venice,15840330,9,6,11,,
NA,124,dfl12_002,dfl12_445,Winninge ende verlies_2,debtor,Cassa,15841017,4,4,6,,
NA,124,dfl12_181,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van Venice nieuwe rekening,15850128,100,0,0,,Payment to Jan de Wale
NA,124,dfl12_181,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van Venice nieuwe rekening,15850128,1,1,8,,
NA,124,dfl12_110,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van Verona,15850128,53,4,4,,
NA,124,dfl12_282,dfl12_445,Winninge ende verlies_2,debtor,D'erffgenaemen van Gilles Hasebaert ende Magdalena du Boys,15850128,7,15,3,Interest,
NA,124,dfl12_181,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van Venice nieuwe rekening,15850128,84,11,4,,
NA,124,dfl12_181,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van Venice nieuwe rekening,15940905,690,10,8,,
NA,124,dfl12_181,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van Venice nieuwe rekening,15940905,155,8,4,,
NA,124,dfl12_112,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van London,15940905,235,5,3,,
NA,124,dfl12_002,dfl12_445,Winninge ende verlies_2,debtor,Cassa,15940914,7,10,10,,
NA,124,dfl12_477,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van London nieuwe rekening,15940915,25,3,3,,
NA,124,dfl12_282,dfl12_445,Winninge ende verlies_2,debtor,D'erffgenaemen van Gilles Hasebaert ende Magdalena du Boys,15940915,77,12,6,Interest,
